"headwordIndex","translationIndex","english","original","status","register","confidence","reasonCode","reason","reviewer","replacement","applied","preferredForEnToAr","preferredForArToEn","directionReason","partOfSpeech","sourceId","beforeStatus","beforeRegister","finalArabic","beforeGrid","afterGrid","referenceArabic","referenceConflict","referenceConflictReason","sense"
"444","5","FEATURES","المميزات","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of FEATURES in the advantages or capabilities sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to FEATURED, FEATURING. Does not restrict EN → AR.","noun","stage3a:h444:t5","review","uncertain","المميزات","المميزات","المميزات","المميزات","false","","advantages or capabilities"
"445","0","AIR","هواء","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of AIR. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","noun","stage3a:h445:t0","review","uncertain","هواء","هواء","هواء","الهواء","false","",""
"445","1","AIR","الهواء","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of AIR. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","noun","stage3a:h445:t1","review","uncertain","الهواء","الهواء","الهواء","الهواء","false","",""
"446","0","INDUSTRY","صناعة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of INDUSTRY. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","noun","stage3a:h446:t0","review","uncertain","صناعة","صناعة","صناعة","الصناعة","false","",""
"446","1","INDUSTRY","الصناعة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of INDUSTRY. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","noun","stage3a:h446:t1","review","uncertain","الصناعة","الصناعة","الصناعة","الصناعة","false","",""
"447","0","PLAN","الخطة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of PLAN. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","noun","stage3a:h447:t0","review","uncertain","الخطة","الخطة","الخطة","الخطة","false","",""
"447","1","PLAN","خطة","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of PLAN. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","noun","stage3a:h447:t1","review","uncertain","خطة","خطة","خطة","الخطة","false","",""
"448","0","HUMAN","انسان","review","uncertain","medium","needs-linguistic-confirmation","HUMAN → انسان: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h448:t0","review","uncertain","انسان","انسان","انسان","الإنسان","false","",""
"448","1","HUMAN","بشري","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of HUMAN in the relating to humans sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","adjective","stage3a:h448:t1","review","uncertain","بشري","بشري","بشري","الإنسان","false","","relating to humans"
"448","2","HUMAN","بشرية","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of HUMAN in the relating to humans sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to HUMANITY, MANKIND. Does not restrict EN → AR.","adjective","stage3a:h448:t2","review","uncertain","بشرية","بشرية","بشرية","الإنسان","false","","relating to humans"
"448","3","HUMAN","الانسان","review","uncertain","medium","needs-linguistic-confirmation","HUMAN → الانسان: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h448:t3","review","uncertain","الانسان","الانسان","الانسان","الإنسان","false","",""
"448","4","HUMAN","الإنسان","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of HUMAN in the human being sense. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","","","noun","stage3a:h448:t4","review","uncertain","الإنسان","الإنسان","الإنسان","الإنسان","false","","human being"
"449","0","PROVIDED","شريطة","review","msa","medium","needs-linguistic-confirmation","PROVIDED → شريطة: Conditional provided that needs a complement; participial sense is also underspecified.","AI-assisted linguistic review","","false","","","","","stage3a:h449:t0","review","uncertain","شريطة","شريطة","شريطة","المقدمة","false","",""
"449","1","PROVIDED","المقدمة","review","msa","medium","needs-linguistic-confirmation","PROVIDED → المقدمة: Conditional provided that needs a complement; participial sense is also underspecified.","AI-assisted linguistic review","","false","","","","","stage3a:h449:t1","review","uncertain","المقدمة","المقدمة","المقدمة","المقدمة","true","Reference supports a relationship not certified by this review; reference is not authoritative.",""
"450","0","YES","حاضر","review","msa","medium","needs-linguistic-confirmation","YES → حاضر: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h450:t0","review","uncertain","حاضر","حاضر","حاضر","نعم فعلا","false","",""
"450","1","YES","اجل","review","uncertain","medium","needs-linguistic-confirmation","YES → اجل: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h450:t1","review","uncertain","اجل","اجل","اجل","نعم فعلا","false","",""
"450","2","YES","بلى","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of YES. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","particle","stage3a:h450:t2","review","uncertain","بلى","بلى","بلى","نعم فعلا","false","",""
"450","3","YES","نعم","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of YES. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to AYE, BLESSINGS, YEAH. Does not restrict EN → AR.","particle","stage3a:h450:t3","review","uncertain","نعم","نعم","نعم","نعم فعلا","false","",""
"450","4","YES","نعم فعلا","review","uncertain","medium","needs-linguistic-confirmation","YES → نعم فعلا: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h450:t4","review","uncertain","نعم فعلا","نعمفعلا","نعمفعلا","نعم فعلا","true","Reference supports a relationship not certified by this review; reference is not authoritative.",""
