english,arabic
riders,الدراجين
chargers,شواحن
remark,ملاحظة
dozens,عشرات
varies,يختلف
msie,مسي
reasoning,المنطق
wn,المملكة المتحدة
liz,ليز
rendered,المقدمة
picking,قطف
charitable,الخيرية
guards,حراس
annotated,مشروح
ccd,سي سي دي
sv,sv
convinced,مقتنع
openings,فتحات
buys,شراءات
burlington,برلنغتون
replacing,استبدال
researcher,باحث
watershed,مستجمعات المياه
councils,المجالس
occupations,المهن والمهن
acknowledged,اعترف
kruger,كروجر
pockets,جيوب
granny,الجدة
pork,لحم الخنزير
zu,زوي
equilibrium,التوازن
viral,فيروسي
inquire,استفسر
pipes,أنابيب
characterized,تميزت
laden,لادن
aruba,العروبة
cottages,الأكواخ
realtor,سمسار عقارات
merge,دمج
privilege,امتياز
edgar,إدغار
develops,تطور
qualifying,التأهل
chassis,الشاسيه
dubai,دبي دبي
estimation,التقدير
barn,الحظيرة
pushing,دفع
llp,للب
fleece,الصوفية
pediatric,طب الأطفال
boc,بوك بوك
fare,الأجرة
dg,ديسيبل
asus,آسوس
pierce,بيرس
allan,ألان
dressing,خلع الملابس
techrepublic,تيكريبليك
sperm,الحيوانات المنوية
vg,فغ
bald,أصلع
filme,فيلمي
craps,الفضلات
fuji,فوجي
frost,الصقيع
leon,ليون ليون
institutes,المعاهد
mold,العفن العفن
dame,سيدة سيدة
fo,فو
sally,سالي
yacht,يخت
tracy,ترايسي
prefers,تفضلها
drilling,الحفر
brochures,الكتيبات
herb,عشبة
tmp,تى ام بي
alot,ألوت
ate,أكلت
breach,خرق
whale,حوت
traveller,المسافرون
appropriations,الاعتمادات
suspected,مشتبه به
tomatoes,طماطم
benchmark,المعيار المرجعي
beginners,مبتدئين
instructors,مدربون
highlighted,أبرزت
bedford,بيدفورد
stationery,القرطاسية
idle,الخمول
mustang,موستانغ
unauthorized,غير مأذون به
clusters,المجموعات
antibody,الأجسام المضادة
competent,المختصة
momentum,الزخم
fin,زعنفة
wiring,الأسلاك
io,آيو
pastor,القس
mud,طين
calvin,كالفين
uni,يوني
shark,القرش
contributor,المساهم
demonstrates,يوضح
phases,مراحل
grateful,ممتنة
emerald,الزمرد
gradually,تدريجيا
laughing,يضحك
grows,ينمو
cliff,جرف
desirable,مستصوب
tract,المسالك
ul,أول
ballet,الباليه
ol,(أول)
journalist,صحفي
abraham,أبراهام
js,جي إس
bumper,الوفير
afterwards,بعد ذلك
webpage,صفحة ويب
religions,الأديان
garlic,الثوم
hostels,بيوت شباب
shine,تألق
senegal,سينيغال
explosion,انفجار
pn,ع ع
banned,محظور
wendy,ويندي
briefs,ملخصات
signatures,توقيعات
diffs,الإختلافات
cove,كوف
mumbai,مومباى
ozone,الأوزون
disciplines,التخصصات
casa,كازا
mu,مو
daughters,بنات
conversations,المحادثات
radios,أجهزة الراديو
tariff,التعريفة الجمركية
nvidia,نفيديا
opponent,خصم
pasta,معكرونة
simplified,مبسط
muscles,العضلات
serum,مصل
wrapped,ملفوفة
swift,سريع
motherboard,اللوحة الأم
runtime,وقت التشغيل
inbox,صندوق الوارد
focal,منسق
bibliographic,ببليوغرافيا
eden,إدين
distant,بعيدة
incl,بما في ذلك
champagne,شامبانيا
ala,علاء
decimal,عشري
hq,hq
deviation,الانحراف
superintendent,المشرفة
propecia,بروبيكيا
dip,تراجع
nbc,نبك
samba,السامبا
hostel,بيت شباب
housewives,ربات البيوت
employ,التوظيف
mongolia,المغولية
penguin,البطريق
magical,سحري
influences,التأثيرات
inspections,عمليات التفتيش
irrigation,الري
miracle,معجزة
manually,يدويا
reprint,إعادة الطباعة
reid,ريد ريد
wt,الوزن بالوزن
hydraulic,الهيدروليكية الهيدروليكية
centered,مركزة
robertson,روبرتسون
flex,فليكس
yearly,سنويا
penetration,اختراق
wound,الجرح
belle,بيل بيل
rosa,روزا
conviction,الإدانة
hash,هاش
omissions,الإغفال
writings,كتابات
hamburg,هامبورغ
lazy,كسول
mv,مف
mpg,مبغ
retrieval,استرجاع
qualities,الصفات
cindy,سيندي
fathers,الآباء
carb,كارب
charging,الشحن
cas,قضية
marvel,أعجوبة
lined,مبطن
cio,سيو
dow,دوو
prototype,النموذج الأولي
importantly,المهم
rb,آر بي
petite,صغيرتي
apparatus,جهاز
upc,أوبك
terrain,التضاريس
dui,دوي
pens,الأقلام
explaining,شرح
yen,الين
strips,شرائط
gossip,ثرثرة
rangers,رينجرز
nomination,الترشيح
empirical,تجريبي
mh,م م
rotary,دوارة
worm,دودة
dependence,التبعية
discrete,منفصلة
beginner,مبتدئ
boxed,محاصرين
lid,غطاء
sexuality,النشاط الجنسي
polyester,البوليستر
cubic,مكعب
deaf,أصم
commitments,الالتزامات
suggesting,اقتراح
sapphire,ياقوت
kinase,كيناز
skirts,التنانير
mats,الحصير
remainder,الباقي
crawford,كراوفورد
labeled,المسمى
privileges,امتيازات
televisions,تلفزيونات
specializing,متخصصون
marking,وضع العلامات
commodities,السلع الأساسية
pvc,بولي كلوريد الفينيل
serbia,سريبيا
sheriff,شريف
griffin,جريفين
declined,رفض
guyana,غويانا
spies,جواسيس
blah,بلاه
mime,ميمي
neighbor,جار
motorcycles,دراجات نارية
elect,المنتخبون
highways,الطرق السريعة
thinkpad,ثينكباد
concentrate,التركيز
intimate,حميم حميم
reproductive,الإنجابية
preston,بريستون
deadly,مميت
feof,فيوف
bunny,أرنب
chevy,تشيفي
molecules,الجزيئات
rounds,جولات
longest,أطول
refrigerator,ثلاجة
tions,شروحات
intervals,فترات
sentences,الأحكام
dentists,أطباء الأسنان
usda,الولايات المتحدة
exclusion,الاستبعاد
workstation,محطة عمل
holocaust,الهولوكوست
keen,حريصة
flyer,نشرة إعلانية
peas,البازلاء
dosage,الجرعة
receivers,أجهزة الاستقبال
urls,البريد الإلكتروني
customise,تخصيص
disposition,التصرف
variance,الفرق
navigator,الملاح
investigators,محققون
cameroon,كامرون
baking,الخبز
marijuana,الماريجوانا
adaptive,التكيفية
computed,محسوب
needle,إبرة إبرة
baths,حمّامات
enb,إنب
gg,زز
cathedral,الكاتدرائية
brakes,فرامل
og,أوغ
nirvana,نيرفانا
ko,كو كو
fairfield,فيرفيلد
owns,تملكه
til,سمسم
invision,إنفيجن
sticky,لزجة
destiny,القدر
generous,كريم
madness,الجنون
emacs,إيماكس
climb,تسلق
blowing,تهب
fascinating,رائعة
landscapes,المناظر الطبيعية
heated,ساخنة
lafayette,لافاييت
jackie,جاكي
wto,ويتو
computation,حساب
hay,هاي هاي
cardiovascular,القلب والأوعية الدموية
ww,و.و.س
sparc,سبارك
cardiac,القلب
salvation,الخلاص
dover,دوفر
adrian,أدريان
predictions,التنبؤات
accompanying,مرافقة
vatican,فاتيكان
brutal,وحشي
learners,المتعلمين
gd,جي دي
selective,انتقائية
arbitration,التحكيم
configuring,تهيئة
token,رمز مميز
editorials,مقالات افتتاحية
zinc,الزنك
sacrifice,التضحية
seekers,الباحثين
guru,المعلم
isa,إيزا
removable,قابل للإزالة
convergence,التقارب
yields,الغلات
gibraltar,جيبرالتار
levy,ضريبة
suited,مناسب
numeric,العددي
anthropology,الأنثروبولوجيا
skating,التزلج على الجليد
kinda,كيندا
aberdeen,أبردين
emperor,الإمبراطور
grad,غراد
malpractice,سوء الممارسة
dylan,ديلان
bras,حمالات الصدر
belts,أحزمة
blacks,السود”
educated,متعلم
rebates,الحسومات
reporters,الصحفيون
burke,بورك
proudly,بفخر
pix,بكسل
necessity,الضرورة
rendering,تقديم
mic,ميكروفون
inserted,أدرج
pulling,سحب
basename,اسم القاعدة
kyle,كايلي
obesity,السمنة
curves,منحنيات
suburban,الضواحي
touring,جولة سياحية
clara,كلارا
vertex,قمة الرأس
bw,وزن الجسم
hepatitis,التهاب الكبد
nationally,على الصعيد الوطني
tomato,طماطم
andorra,أندورا
waterproof,ماء
expired,انتهت صلاحيتها
mj,مج
travels,السفريات
flush,دافق
waiver,التنازل
pale,شاحب
specialties,التخصصات
hayes,هايس
humanitarian,المساعدة الإنسانية
invitations,الدعوات
functioning,أداء العمل
delight,فرحة
survivor,ناجٍ
garcia,غارسيا
cingular,سيجنولار
economies,الاقتصادات
alexandria,الاسكندرية
bacterial,بكتيري
moses,وموسى
counted,أحصيت
undertake,تعهد
declare,إعلان
continuously,باستمرار
johns,جونز
valves,الصمامات
gaps,الثغرات
impaired,ضعيف
achievements,الإنجازات
donors,الجهات المانحة
tear,المسيل للدموع
jewel,جوهرة
teddy,تيدي
lf,لوم
convertible,قابلة للتحويل
ata,آتا
teaches,يعلم
ventures,المشاريع
nil,لا شيء
bufing,بوفينغ
stranger,غريب
tragedy,مأساة
julian,جوليانا
nest,عش
pam,بام بام
dryer,مجفف
painful,مؤلم
velvet,المخملية
tribunal,محكمة
ruled,حكمت
nato,ناتو
pensions,المعاشات التقاعدية
prayers,الصلوات
funky,غير تقليدي
secretariat,الأمانة
nowhere,لا مكان
cop,شرطي
paragraphs,الفقرات
gale,عاصفه
joins,انضم إلينا
adolescent,المراهقون
nominations,الترشيحات
wesley,ويسلي
dim,خافت
lately,مؤخراً
cancelled,ألغي
scary,مخيف
mattress,فراش
mpegs,مبيغس
brunei,بروناي
likewise,بالمثل
banana,الموز
introductory,تمهيدية
slovak,سلوفاكية
cakes,كعك
stan,ستان
reservoir,خزان
occurrence,الحدوث
idol,المعبود
mixer,خلاط
remind,تذكير
wc,وات
worcester,ورسستر
sbjct,السباق
demographic,الديموغرافية
charming,الساحرة
mai,ماي ماي
tooth,الأسنان
disciplinary,التأديب
annoying,مزعج
respected,تحترم
stays,الإقامة
disclose,الكشف
affair,قضية
drove,قاد
washer,الغسالة
upset,مستاء
restrict,تقييد
springer,سبرينغر
beside,بجانب
mines,الألغام
portraits,صور شخصية
rebound,انتعاش
logan,لوغان
mentor,معلمه
interpreted,تفسيرها
evaluations,التقييمات
fought,قاتلوا
baghdad,البغدادي
elimination,القضاء على
metres,متر
hypothetical,افتراضي
immigrants,المهاجرون
complimentary,مجاناً
helicopter,طائرة هليكوبتر
pencil,قلم رصاص
freeze,تجميد
hk,هك
performer,مؤد
abu,أبو أبو
titled,عنوان
commissions,اللجان
sphere,المجال
powerseller,باورسيلر
moss,الطحلب
ratios,النسب
concord,كونكورد
graduated,متخرج
endorsed,أيد
ty,تي تي
surprising,مفاجأة
walnut,الجوز
lance,لانس
ladder,سلم
italia,إيطاليا”
unnecessary,غير ضروري
