"sampleIndex","sourceId","english","arabic","oldDecision","revisedDecision","reason","confidence","fieldConfidence","sources","reviewer","stratum","effectiveDecision","proposalArAllowed","proposalAgreement"
"186","394:0","PRINT","بصمة","{""arabic"":""بصمة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""impression""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","بصمة is a print/impression, especially a finger impression. Preserve this distinct noun sense instead of forcing the printing-process meaning.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","multiple-sense","{""arabic"":""بصمة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""impression"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"187","302:2","CURRENT","الحالي","{""arabic"":""الحالي"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""sense"":""present""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","الحالي is the current/present adjective, distinct from the flow noun; the sense label is appropriate.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","multiple-sense","{""arabic"":""الحالي"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""sense"":""present"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"188","458:2","MARCH","مسيرة","{""arabic"":""مسيرة"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""procession""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","مسيرة is a march/procession; ordinary event vocabulary.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","multiple-sense","{""arabic"":""مسيرة"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""procession"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"189","387:1","SOURCE","مصدر","{""arabic"":""مصدر"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","مصدر is a correct source equivalent. ORIGIN is a legitimate synonym, not a reason to exclude SOURCE; preference and eligibility are separate.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","qa-source-counterexample","{""arabic"":""مصدر"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"190","256:0","WOMEN","نساء","{""arabic"":""نساء"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true}","نساء is ordinary women; correct MSA plural noun.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","control","{""arabic"":""نساء"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"191","446:0","INDUSTRY","صناعة","{""arabic"":""صناعة"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true}","صناعة is a natural industry/manufacturing noun; valid related senses.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","control","{""arabic"":""صناعة"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"192","416:1","TEAM","فريق","{""arabic"":""فريق"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true}","فريق is a normal team/group noun. No one-to-one requirement is imposed.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","control","{""arabic"":""فريق"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"193","332:0","STUDENTS","طلاب","{""arabic"":""طلاب"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true}","طلاب is a natural students plural; learners may also be valid, with crossings resolving the answer.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","control","{""arabic"":""طلاب"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"194","259:0","FILE","ملف","{""arabic"":""ملف"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true}","ملف is a standard file noun; appropriate learner vocabulary.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","control","{""arabic"":""ملف"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"195","447:1","PLAN","خطة","{""arabic"":""خطة"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true}","خطة is a normal plan; related English alternatives do not invalidate it.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","control","{""arabic"":""خطة"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"196","438:0","LIBRARY","مكتبة","{""arabic"":""مكتبة"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true}","مكتبة can denote library/bookshop. The library sense remains allowed without depending on answer length.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","control","{""arabic"":""مكتبة"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"197","525:0","LANGUAGE","لغة","{""arabic"":""لغة"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true}","لغة is a normal language noun; allow both directions.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","control","{""arabic"":""لغة"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
"198","312:2","ART","فن","{""arabic"":""فن"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":true}","فن is a natural art noun; appropriate general vocabulary.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","control","{""arabic"":""فن"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":true,""partOfSpeech"":""noun"",""allowedForEnToAr"":true,""allowedForArToEn"":true}","true","true"
